,feature,importance
99,Atrial Fibrillation with Conduction System,0.0
100,BPH,0.0
101,Back Pain,0.0
102,Barrett's Esophagus,0.0
103,Basal Cell Carcinoma,0.0
104,Basal Cell Carcinoma (Gross),0.0
105,Bladder,0.0
106,Bladder Cancer,0.0
107,Blister,0.0
108,Blood Clot in Vein,0.0
109,Brain,0.0
110,Breast,0.0
111,Breast Cancer,0.0
112,Bronchitis,0.0
113,C-Section,0.0
114,COPD,0.0
115,Cardiac Catheterization,0.0
116,Carpal Tunnel Syndrome,0.0
117,Cataract,0.0
118,Celiac Disease,0.0
119,Cervical Burst Fracture,0.0
120,Cervical Cancer,0.0
121,Cervix Anatomy,0.0
122,Chemotherapy IV,0.0
123,Chronic Lymphocytic Leukemia,0.0
124,Chronic Myeloid Leukemia,0.0
125,Colon,0.0
126,Colon Cancer,0.0
127,Colon Polyps,0.0
128,Colonoscopy,0.0
129,Colorectal Cancer,0.0
130,Comminuted Fracture,0.0
131,Common Cold,0.0
132,Concussion: Brain Injury,0.0
133,Concussion: Transected Neuron,0.0
134,Contact Dermatitis,0.0
135,Coronary Artery Bypass Grafting (CABG),0.0
136,Coronary Artery Disease,0.0
137,Critical Limb Ischemia,0.0
138,Crohn's Disease,0.0
139,Cushing's Syndrome,0.0
140,Cystic Fibrosis,0.0
141,Deep Vein Thrombosis,0.0
142,Depression: Brain Activity,0.0
143,Diabetes Type 1 Glucose Absorption,0.0
144,Diabetes Type 1 Insulin Release,0.0
145,Diabetes Type 2 Glucose Transport,0.0
146,Diabetic Foot Complications,0.0
147,Diabetic Nerve Problem,0.0
148,Diabetic Retinopathy,0.0
149,Dialysis Vascular Access,0.0
150,Diverticulitis,0.0
151,Diverticulosis,0.0
152,Dry Eye,0.0
153,Dry Macular Degeneration,0.0
154,Dry Skin,0.0
155,Ear,0.0
156,Eczema,0.0
157,Elbow,0.0
158,Endometrial Cancer,0.0
159,Endometriosis,0.0
160,Endoscopy,0.0
161,Enlarged Parathyroid Gland,0.0
162,Epilepsy,0.0
163,Esophageal Cancer,0.0
164,Esophagus,0.0
165,External Beam Radiation,0.0
166,Eye,0.0
167,Food Allergy,0.0
168,Foot,0.0
169,Fusiform Aneurysm,0.0
170,GERD,0.0
171,Gallbladder Anatomy,0.0
172,Gallstone Pancreatitis,0.0
173,Gallstones,0.0
174,Gastric Outlet Obstruction,0.0
175,Gastrointestinal Cancers,0.0
176,Glaucoma,0.0
177,HIV Life Cycle,0.0
178,HIV/AIDS,0.0
179,HPV,0.0
180,Haglund's Deformity,0.0
181,Hand,0.0
182,Heart Attack,0.0
183,Heart Failure,0.0
184,Hemophilia,0.0
185,Hemorrhoids,0.0
186,Hepatitis,0.0
187,Hepatitis C,0.0
188,Hepatocellular Carcinoma,0.0
189,High Blood Pressure,0.0
190,Hodgkin's Lymphoma,0.0
191,Hypercholesterolemia,0.0
192,Hyperparathyroidism,0.0
193,Hypoglycemia,0.0
194,Hypoparathyroidism,0.0
195,IUD Placement,0.0
196,Immunotherapy,0.0
197,Implantable Port,0.0
198,Influenza,0.0
199,Inguinal Hernia: Indirect,0.0
200,Inner Ear Infection,0.0
201,Insulin and Glucose,0.0
202,Irritable Bowel Syndrome,0.0
203,Kidney,0.0
204,Kidney Cancer,0.0
205,Kidney Failure,0.0
206,Kidney Stone,0.0
207,Kidney Stones,0.0
208,Knee,0.0
209,Kyphosis,0.0
210,Leg,0.0
211,Leukemia,0.0
212,Leukopenia,0.0
213,Lewy Body Dementia,0.0
214,Liver,0.0
215,Liver Cancer,0.0
216,Liver Cirrhosis,0.0
217,Low Testosterone,0.0
218,Lung,0.0
219,Lung Cancer,0.0
220,Lupus,0.0
221,Lyme Disease,0.0
222,Lymph Node Cross Section,0.0
223,Lymph Nodes around Uterus,0.0
224,Lymphatic System,0.0
225,Lymphedema,0.0
226,MRSA,0.0
227,Malar Rash on Face,0.0
228,Mammography,0.0
229,Mastectomy,0.0
230,McDonald's Criteria,0.0
231,Melanoma,0.0
232,Melanoma: Tissue,0.0
233,Menopause,0.0
234,Migraine,0.0
235,Mitral Valve Regurgitation,0.0
236,Mohs Surgery,0.0
237,Mole Mapping,0.0
238,Multiple Myeloma,0.0
239,Multiple Sclerosis,0.0
240,Myelodysplastic Syndrome,0.0
241,Myeloma,0.0
242,Myocardial Infarction,0.0
243,Myocardial Ischemia,0.0
244,Neck,0.0
245,Non Hodgkins Lymphoma,0.0
246,Non-Small Cell Lung Cancer,0.0
247,Odontoid Fracture,0.0
248,Oral Cancer,0.0
249,Oral Herpes,0.0
250,Osteoarthritis,0.0
251,Osteoporosis,0.0
252,Outer Ear Infection,0.0
253,Ovarian Cancer,0.0
254,PCOS,0.0
255,Pancreas Anatomy,0.0
256,Pancreatic Bile Duct,0.0
257,Pancreatic Cancer,0.0
258,Parkinsons Disease,0.0
259,Pelvis,0.0
260,Peptic Ulcer Disease,0.0
261,Pericardial Disease,0.0
262,Peripheral Anemia,0.0
263,Peripheral Artery Disease,0.0
264,Pertussis,0.0
265,Pharyngitis,0.0
266,Pneumonia,0.0
267,Pregnancy,0.0
268,Prostate Anatomy Tour,0.0
269,Prostate Cancer,0.0
270,Psoriasis,0.0
271,Psoriatic Arthritis,0.0
272,Pulmonary Edema,0.0
273,Pulmonary Hypertension,0.0
274,Raynaud's Disease,0.0
275,Rectocele,0.0
276,Renal Cell Carcinoma,0.0
277,Reproductive,0.0
278,Reproductive System,0.0
279,Rheumatoid Arthritis,0.0
280,Ringworm: Tinea Pedis,0.0
281,Rosacea,0.0
282,Saccular Aneurysm,0.0
283,Scoliosis,0.0
284,Sebaceous Cyst,0.0
285,Shingles,0.0
286,Shoulder,0.0
287,Sickle Cell Anemia,0.0
288,Sinus,0.0
289,Sinusitis,0.0
290,Skin,0.0
291,Small Cell Lung Cancer,0.0
292,Smokers Lung,0.0
293,Spine,0.0
294,Squamous Cell Cancer Of The Head And Neck,0.0
295,Stable Fracture,0.0
296,Stinging Insect Allergy,0.0
297,Stomach,0.0
298,Stomach Cancer,0.0
299,Stomach Cross Section,0.0
300,Strep Throat,0.0
301,Stroke,0.0
302,Stye,0.0
303,Systems,0.0
304,Teeth,0.0
305,Testicular Cancer,0.0
306,Thalassemia,0.0
307,Thorax,0.0
308,Thyroid Cancer,0.0
309,Thyroid Nodules,0.0
310,Torn ACL,0.0
311,Torn Medial Meniscus,0.0
312,Torn Rotator Cuff,0.0
313,Tracheoesophageal Fistula,0.0
314,Tuberculosis,0.0
315,Type 2 Diabetes - Glucose Absorption,0.0
316,Ulcerative Colitis,0.0
317,Umbilical Ventral Hernia,0.0
318,Urinary Incontinence,0.0
319,Urinary System,0.0
320,Urinary Tract Infection,0.0
321,Uterine Fibroids,0.0
322,Uterus,0.0
323,Vaginal Birth,0.0
324,Varicose Veins,0.0
325,Ventral Hernia,0.0
326,Ventricular Fibrillation with Conduction System,0.0
327,Wagner Classification,0.0
328,Warts on Skin,0.0
329,Whiteboard,0.0
330,Wrist,0.0
