asset_id,jun_avg_timeout_sessions,jun_avg_Crash_sessions,jun_avg_exit_sessions,jul_avg_timeout_sessions,jul_avg_Crash_sessions,jul_avg_exit_sessions,aug_avg_timeout_sessions,aug_avg_Crash_sessions,aug_avg_exit_sessions,sept_avg_timeout_sessions,sept_avg_Crash_sessions,sept_avg_exit_sessions,oct_avg_timeout_sessions,oct_avg_Crash_sessions,oct_avg_exit_sessions,nov_avg_timeout_sessions,nov_avg_Crash_sessions,nov_avg_exit_sessions
W03978,,,,1.3888888888888888,,,,,,,,,,,,,,
W34299,,,1.0,,,,,,,,,,,,,,,
W01Y108732,,,,,,,,,,1.8,,,,,,,,
W01E121207,,,,,,,,,,,,1.0,,,,,,
W01E103535,,,,,,,,,,,,,1.25,,,,,
W28767,,,,,,,,,,,,,,,,,,1.2857142857142858
W09117,1.0,,,,,,,,,,,,,,,,,
W01E117198,,,,,,,,,,,,,,,,,,1.0
W01E116569,1.25,,,,,,,,,,,,,,,,,
W01E104695,,,,,,,,,,,,,,,,1.5,,
W28770,,,,,,,,,,1.2222222222222223,,,,,,,,
W01Y107344,,,,,,,,,,,,,,,,1.0,,
W13268,,,,,,,,,,,,,1.2,,,,,
W01E113145,1.5,,,,,,,,,,,,,,,,,
W01E111457,,,,,,,,,,,,,,,1.0,,,
W01E113650,,,,1.25,,,,,,,,,,,,,,
W14062,,,,,,,,,,,,,,,,1.8,,
W01E101661,,,,,,,,,,,,,,,,1.25,,
W01E103172,,,,,,,,,,1.0,,,,,,,,
W01E119726,,,,,,,1.0,,,,,,,,,,,
W01E122632,,,,,,,,,,,,,,,,1.3333333333333333,,
W37607,1.7777777777777777,,,,,,,,,,,,,,,,,
W01E109452,,,,2.0,,,,,,,,,,,,,,
W25481,,,,1.1111111111111112,,,,,,,,,,,,,,
W01Y111771,,,,,,,,,,,,,2.769230769230769,,,,,
W06239,,,,,,,,,,,,,2.111111111111111,,,,,
W01E124386,,,,,,,1.2,,,,,,,,,,,
W01E115615,2.0,,,,,,,,,,,,,,,,,
W01Y103992,,,,1.0,,,,,,,,,,,,,,
W01E104174,,,,,,,,,,,,,2.6,,,,,
W14454,,,,,,,,,,,,1.0,,,,,,
W01E130656,2.0,,,,,,,,,,,,,,,,,
W01E117813,1.6,,,,,,,,,,,,,,,,,
W01Y100375,,,,3.0588235294117645,,,,,,,,,,,,,,
W01Y109630,,,,,,,,,,,,,1.2,,,,,
W01E117563,,,,,,,,,,2.7777777777777777,,,,,,,,
W01E120559,,,,,,,,,1.0,,,,,,,,,
W01E130904,,,,,,,,,,1.2,,,,,,,,
W15772,,,,1.0,,,,,,,,,,,,,,
W01E134593,,,,,,,1.4545454545454546,,,,,,,,,,,
W01E118070,,,,1.0,,,,,,,,,,,,,,
W24107,,,,,,,,,,,,,2.5555555555555554,,,,,
W01Y104885,,,,1.5,,,,,,,,,,,,,,
W01Y102425,1.0,,,,,,,,,,,,,,,,,
W01Y108369,1.3333333333333333,,,,,,,,,,,,,,,,,
W09116,,,,,,,,,,,,,1.2,,,,,
W36895,,,,,,,2.5,,,,,,,,,,,
W01E134179,,,,,,,,,,2.090909090909091,,,,,,,,
W01E118271,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E115402,,,,,,,,,,,,,1.3333333333333333,,,,,
W39255,,,,,,,,,,,,,,,,,,1.0
W01E122707,,,,,,,1.5,,,,,,,,,,,
W01E121150,,,,1.2,,,,,,,,,,,,,,
W01Y104700,1.0,,,,,,,,,,,,,,,,,
W09711,,,,,,,,,,1.375,,,,,,,,
W14766,,,,,,,1.5,,,,,,,,,,,
W01Y109041,,,,1.125,,,,,,,,,,,,,,
W01E109496,,,,1.0,,,,,,,,,,,,,,
W01E129259,1.0,,,,,,,,,,,,,,,,,
W01E119810,,,,,,,1.5555555555555556,,,,,,,,,,,
W01466,1.25,,,,,,,,,,,,,,,,,
W13360,,,,,,,,,,,,,,,,1.0,,
W09867,,,,,,,,,,1.0,,,,,,,,
W01E134264,3.2,,,,,,,,,,,,,,,,,
W01E114526,,,,,,,,,,,,,,,,1.0,,
W01E125611,,,,2.0526315789473686,,,,,,,,,,,,,,
W01E130894,,,,1.3333333333333333,,,,,,,,,,,,,,
W11408,,,,,,,,,,,,,,,,1.25,,
W01E103997,1.4375,,,,,,,,,,,,,,,,,
W01E119709,,,,,,,,,,,,,2.0,,,,,
W01Y105663,,,,1.0,,,,,,,,,,,,,,
W01Y102705,,,,1.2,,,,,,,,,,,,,,
W01E117198,4.111111111111111,,,,,,,,,,,,,,,,,
W01E126996,,,,,,,2.4444444444444446,,,,,,,,,,,
W01370,,,,1.4444444444444444,,,,,,,,,,,,,,
W04659,,,,,,,,,,,,,,,1.0,,,
W36568,,,,1.0,,,,,,,,,,,,,,
W01E128408,,,,,,,2.25,,,,,,,,,,,
W08916,,,,,,,,,,1.0,,,,,,,,
W35322,,,,,,,,,,,,,1.0,,,,,
W36790,,,,,,,1.894736842105263,,,,,,,,,,,
W01E102508,,,,,,,1.0,,,,,,,,,,,
W08306,,,,,,,1.25,,,,,,,,,,,
W25481,,,,,,,,,,,,,,,,1.3333333333333333,,
W11434,,,,2.6,,,,,,,,,,,,,,
W01E128969,1.5,,,,,,,,,,,,,,,,,
W01E111391,2.2,,,,,,,,,,,,,,,,,
W01E125246,,,,,,,1.3333333333333333,,,,,,,,,,,
W38369,2.0,,,,,,,,,,,,,,,,,
W01E131359,,,,,,,,,,,,,,,,1.0,,
W01Y107212,,,,,,,,,,,,,,,,1.25,,
W01E128734,,,,1.0,,,,,,,,,,,,,,
W01Y101987,,,,,,,,,,,,,,,,1.0,,
W08032,,,,2.5,,,,,,,,,,,,,,
W14305,,,,,,,,,,,,,1.8181818181818181,,,,,
W01E105645,,,,,,,1.9166666666666667,,,,,,,,,,,
W01E119391,,,,2.3125,,,,,,,,,,,,,,
W39890,,,,,,,,,,,,,,,,2.3636363636363638,,
W05521,,,,,,,,,,,,,,,1.0,,,
W01E119192,,,,,,,,,,,,,,,,1.0,,
W24038,,,,4.0,,,,,,,,,,,,,,
W28839,,,,,,,,,,,,,,,,1.0,,
W01E126736,,,,,,,,,,1.7272727272727273,,,,,,,,
W01E117328,,,,1.0,,,,,,,,,,,,,,
W15993,,,,1.5714285714285714,,,,,,,,,,,,,,
W04069,,,,,,,2.5714285714285716,,,,,,,,,,,
W39882,1.5,,,,,,,,,,,,,,,,,
W01E112141,,,,,,,,,,,,,,,,1.6,,
W01E123923,,,,,,,,,,,,,,,,,,1.0
W16024,,,,,,,1.8421052631578947,,,,,,,,,,,
W01E125609,,,,,,,,,,,,,,,,2.125,,
W04000,,,,,,,,,,,,,,,,1.0,,
W01E119712,,,,,,,1.8461538461538463,,,,,,,,,,,
W01E112410,1.6666666666666667,,,,,,,,,,,,,,,,,
W01E116891,,,,,,,1.1428571428571428,,,,,,,,,,,
W01E118960,2.0,,,,,,,,,,,,,,,,,
W01E130904,,,,,,,1.2857142857142858,,,,,,,,,,,
W01Y104982,1.375,,,,,,,,,,,,,,,,,
W01E118399,,,,,,,,,,,,,,,,3.357142857142857,,
W01E105097,,,,,,,1.0,,,,,,,,,,,
W20384,,,,,,,,,,,,,1.5,,,,,
W01E122677,,,,2.0,,,,,,,,,,,,,,
W01Y100875,,,,2.6666666666666665,,,,,,,,,,,,,,
W11705,,,,2.111111111111111,,,,,,,,,,,,,,
W05589,,,,,,,,,,,,1.0,,,,,,
W24068,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E119719,,,,1.8333333333333333,,,,,,,,,,,,,,
W28496,,,,,,,,,,,,,1.0,,,,,
W01E114740,1.5,,,,,,,,,,,,,,,,,
W01E122499,,,,1.0,,,,,,,,,,,,,,
W01E121207,,,,,,,,,1.0,,,,,,,,,
W01Y108147,,,,,,,1.4,,,,,,,,,,,
W01Y100375,,,,,,,,,,,,,,,1.0,,,
W02389,,,,,,,,,,,,,1.3333333333333333,,,,,
W01E118668,,,,,,,1.0,,,,,,,,,,,
W01Y104209,,,,,,,1.8,,,,,,,,,,,
W28651,,,1.0,,,,,,,,,,,,,,,
W27242,,,,,,,1.5,,,,,,,,,,,
W07388,,,,,,,1.3333333333333333,,,,,,,,,,,
W01Y100576,1.1428571428571428,,,,,,,,,,,,,,,,,
W31554,,,,,,,,,,,,,,,1.0,,,
W25120,,,,,,,,,1.0,,,,,,,,,
W01Y111281,1.3333333333333333,,,,,,,,,,,,,,,,,
W37494,,,,,,,,,,,,,,,,1.0,,
W13337,,,,,,,,,,,,,1.0,,,,,
W01E115704,,,,1.0,,,,,,,,,,,,,,
W01Y101123,1.0,,,,,,,,,,,,,,,,,
W01E111702,,,,,,,,,,1.0,,,,,,,,
W01E115948,,,,1.6875,,,,,,,,,,,,,,
W07383,1.125,,,,,,,,,,,,,,,,,
W01E115832,,,,1.0,,,,,,,,,,,,,,
W01E119721,,,,,,,,,,,,1.0,,,,,,
W01E100349,1.0,,,,,,,,,,,,,,,,,
W06218,1.0,,,,,,,,,,,,,,,,,
W01Y108099,,,,,,,1.4,,,,,,,,,,,
W01E102022,,,,,,1.0,,,,,,,,,,,,
W01E106356,,,,,,,1.3333333333333333,,,,,,,,,,,
W20360,,,,,,,2.2222222222222223,,,,,,,,,,,
W01E107305,1.0,,,,,,,,,,,,,,,,,
W01Y103053,,,,1.0,,,,,,,,,,,,,,
W10381,1.0,,,,,,,,,,,,,,,,,
W01Y102384,1.0,,,,,,,,,,,,,,,,,
W05346,,,,,,,,,1.0,,,,,,,,,
W01Y105806,1.1428571428571428,,,,,,,,,,,,,,,,,
W01E122733,2.473684210526316,,,,,,,,,,,,,,,,,
W01Y108812,,,,,,,,,,,,,1.0,,,,,
W01E114328,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E129883,,,,,,,1.5,,,,,,,,,,,
W01E116709,,,,,,,,,,,,,,,,2.1818181818181817,,
W13728,,,,,,,,,,,,,1.6666666666666667,,,,,
W01E133208,1.0,,,,,,,,,,,,,,,,,
W09389,1.6666666666666667,,,,,,,,,,,,,,,,,
W01E112645,,,,,,,,,,,,,1.0,,,,,
W34660,,,,1.1428571428571428,,,,,,,,,,,,,,
W01E110047,,,1.0,,,,,,,,,,,,,,,
W01E129404,,,,,,,1.0,,,,,,,,,,,
W01Y100439,,,,,,,,,,1.4,,,,,,,,
W01E112181,,,,,,,1.0,,,,,,,,,,,
W05496,,,,,,,,,,,,,1.3,,,,,
W01E114968,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E118976,,,,,,,,,,1.6363636363636365,,,,,,,,
W01Y105950,,,,,,,,,,,,,,,,1.5,,
W01E130733,,,,,,,,,,,,1.0,,,,,,
W01E112921,,,,,,,,,,,,,,,,1.0,,
W15365,,,,,,,,,,,,,,,,1.0,,
W13305,,,,1.8,,,,,,,,,,,,,,
W01E119665,,,,1.0,,,,,,,,,,,,,,
W08169,,,,,,,,,,,,,,,,,,1.0
W19797,,,,,,,,,,,,,,,,1.7692307692307692,,
W04103,,,,,,,,,,,,,,,,1.0,,
W01Y100127,,,,,,,,,,,,,,,,1.25,,
W01Y101401,5.318181818181818,,,,,,,,,,,,,,,,,
W46995,,,,,,,1.1428571428571428,,,,,,,,,,,
W01E118931,,,,,,,,,,,,1.0,,,,,,
W01E119398,,,,,,,1.5555555555555556,,,,,,,,,,,
W24389,1.0,,,,,,,,,,,,,,,,,
W01E131623,,,,,,,,,,,,,,,,2.0,,
W01E105091,,,,,,,,,,,,,,,,,,1.0
W01E104033,,,,,,,,,,,,,,,,2.0,,
W15309,,,,,,,,,,,,,1.1666666666666667,,,,,
W01Y113244,,,,1.2222222222222223,,,,,,,,,,,,,,
W26092,,,,,,,,,,,,,,,1.0,,,
W01E110187,,,,,,,,,,,,,1.25,,,,,
W26162,,,,,,,1.0,,,,,,,,,,,
W36024,,,,,,,,,,,,,,,,1.0,,
W01E126870,,,,,,,,,,,,,,,1.0,,,
W01Y105538,,,,,,,,,,,,,1.0,,,,,
W01E107498,,,,,,,,,,,,,1.8,,,,,
W15704,,,,,,,,,,1.5,,,,,,,,
W01E119604,,,,1.5,,,,,,,,,,,,,,
W25168,,,,,,,,,,,,,1.0,,,,,
W01E119812,,,,,,,,,,1.4285714285714286,,,,,,,,
W13338,,,,,,,,,,,,,,,,1.0,,
W15577,,,,,,,,,,,,,,,,1.5,,
W06238,3.0588235294117645,,,,,,,,,,,,,,,,,
W10711,,,,,,,,,,,,,,,,1.5,,
W01Y109274,,,,,,,,,,,,,,,,1.5,,
W07572,,,,,,,,,,,,,1.0,,,,,
W38776,,,,,,,,,,,,,,,,,,1.0
W31373,,,,,,,,,,,,1.0,,,,,,
W25685,,,,,,,,,,,,,,,,,,1.2222222222222223
W27390,,,,,,,,,,,,,1.0,,,,,
W14806,,,,2.727272727272727,,,,,,,,,,,,,,
W27503,,,,,,,,,,,,,1.0,,,,,
W05477,,,,,,,,,,,,,,,,1.0,,
W43427,,,,,,,,,,1.5,,,,,,,,
W01E117002,,,,,,,,,,,,,1.1111111111111112,,,,,
W01E134264,,,,,,,1.8461538461538463,,,,,,,,,,,
W14087,,,,,,,,,,,,,1.0,,,,,
W01E115414,,,,,,,,,,,,,,,,,,1.0
W01Y100296,,,,,,,,,,,,,,,,1.5,,
W01E105670,,,,,,,,,,1.0,,,,,,,,
W24892,,,,,,,,,,1.25,,,,,,,,
W39720,,,,,,,,,,,,,,,,2.6666666666666665,,
W01E117655,,,,,,,,,,,,,,,,1.2,,
W39543,,,,,,,,,,,,,1.8888888888888888,,,,,
W01E100558,,,,,,,,,,,,,,,,1.0,,
W01E100530,,,,,,,,,,,,,,,,1.0,,
W01E132304,,,,,,,,,,,,,,,,1.5,,
W01Y111766,,,,,,,,,,1.6,,,,,,,,
W01E117563,,,,,,,2.142857142857143,,,,,,,,,,,
W01E124249,,,,,,,,,,,,,1.5,,,,,
W01E114020,,,,,,,,,,,,,,,,1.2727272727272727,,
W01E107352,,,,1.368421052631579,,,,,,,,,,,,,,
W01E104553,,,,,,,2.2,,,,,,,,,,,
W01938,,,1.9166666666666667,,,,,,,,,,,,,,,
W01E131439,,,,,,,,,,1.5,,,,,,,,
W46067,,,,,,,,,1.0,,,,,,,,,
W07783,,,,,,1.0,,,,,,,,,,,,
W27195,,,,1.5,,,,,,,,,,,,,,
W01E133672,,,,,,1.0,,,,,,,,,,,,
W01Y114183,,,,,,,,,,1.5714285714285714,,,,,,,,
W15571,2.2,,,,,,,,,,,,,,,,,
W01E127784,,,,,,,,,,,,,,,,1.4444444444444444,,
W01E129908,,,,1.0,,,,,,,,,,,,,,
W01Y107402,,,,,,,,,,,,,,,,1.0,,
W25168,,,1.0,,,,,,,,,,,,,,,
W07955,,,,,,,,,,1.6666666666666667,,,,,,,,
W01283,,,,2.0,,,,,,,,,,,,,,
W01Y101366,,,,,,,1.0,,,,,,,,,,,
W27361,,,,,,,,,,,,,,,,1.1428571428571428,,
W39124,,,,,,1.0,,,,,,,,,,,,
W43740,,,,,,,1.3333333333333333,,,,,,,,,,,
W01Y115042,,,,,,,,,,,,,,,,,,1.0
W01E125368,,,,,,,1.5,,,,,,,,,,,
W11969,,,,,,,1.0,,,,,,,,,,,
W01E119728,,,,,,,,,1.0,,,,,,,,,
W01Y105807,,,,1.0,,,,,,,,,,,,,,
W01E132641,,,,1.6666666666666667,,,,,,,,,,,,,,
W09117,,,,,,,,,,,,,1.8181818181818181,,,,,
W13932,,,,,,,,,,1.4285714285714286,,,,,,,,
W05411,,,,,,,,,,,,,,,1.0,,,
W01744,,,,,,,,,,,,,,,,1.0,,
W01E128888,,,,1.2,,,,,,,,,,,,,,
W05098,,,,,,,,,,,,,,,,1.5,,
W01E132783,,,,2.0,,,,,,,,,,,,,,
W01E116714,1.3076923076923077,,,,,,,,,,,,,,,,,
W01E124311,,,,,,,1.0,,,,,,,,,,,
W01Y106982,,,,1.0,,,,,,,,,,,,,,
W01E128527,,,,2.0,,,,,,,,,,,,,,
W28360,,,,,,,1.25,,,,,,,,,,,
W27380,1.5,,,,,,,,,,,,,,,,,
W01Y100287,2.3333333333333335,,,,,,,,,,,,,,,,,
W01E132311,1.4666666666666666,,,,,,,,,,,,,,,,,
W11557,,,,,,,,,,,,,,,,,,1.0
W01Y103993,,,,2.642857142857143,,,,,,,,,,,,,,
W01Y101465,1.8333333333333333,,,,,,,,,,,,,,,,,
W01E122793,,,,,,,1.3333333333333333,,,,,,,,,,,
W01E116419,,,,,,,1.0,,,,,,,,,,,
W39026,,,,,,,,,,,,,,,,1.0,,
W35599,,,1.0909090909090908,,,,,,,,,,,,,,,
W01E103213,,,,1.5,,,,,,,,,,,,,,
W01Y102170,1.4166666666666667,,,,,,,,,,,,,,,,,
W01E113084,1.1428571428571428,,,,,,,,,,,,,,,,,
W08458,1.0,,,,,,,,,,,,,,,,,
W01Y102451,1.25,,,,,,,,,,,,,,,,,
W01E100501,,,1.0,,,,,,,,,,,,,,,
W01Y101838,,,,1.0,,,,,,,,,,,,,,
W24527,,,,2.142857142857143,,,,,,,,,,,,,,
W01Y102475,1.2,,,,,,,,,,,,,,,,,
W01Y106481,,,,1.3333333333333333,,,,,,,,,,,,,,
W08106,,,,1.6,,,,,,,,,,,,,,
W01E107867,1.0,,,,,,,,,,,,,,,,,
W26898,,,,,,,,,,,,,,,,1.5,,
W13586,1.125,,,,,,,,,,,,,,,,,
W02011,,,,,,,,,,,,,,,3.3333333333333335,,,
W01Y103146,1.75,,,,,,,,,,,,,,,,,
W01E120192,,,,,,,,,,,,,,,,1.0,,
W01E134249,,,,1.0,,,,,,,,,,,,,,
W01E103054,,,,1.0,,,,,,,,,,,,,,
W01E115751,,,,,,,,,,,,,1.5,,,,,
W01E121147,,,,1.0,,,,,,,,,,,,,,
W01E110577,,,,,,,,,,,,,,,,1.3333333333333333,,
W01Y106630,,,,1.5,,,,,,,,,,,,,,
W01Y100632,,,,1.0,,,,,,,,,,,,,,
W14719,,,,1.0,,,,,,,,,,,,,,
W15760,,,,,,,1.0,,,,,,,,,,,
W35400,,,,2.111111111111111,,,,,,,,,,,,,,
W01E117172,,,,,,,,,,,,,,,,1.3333333333333333,,
W01E101588,,,,1.0,,,,,,,,,,,,,,
W01Y100623,,,,,,,,,,,,,,,,4.666666666666667,,
W34254,,,,,,,,,,,,,,,,1.0,,
W38939,,,,,,,1.8636363636363635,,,,,,,,,,,
W01E129249,,,,,,,,,,,,,,,,1.3333333333333333,,
W34242,,,,,,,,,,1.5,,,,,,,,
W08916,,,,,,,1.0,,,,,,,,,,,
W13916,,,,3.0,,,,,,,,,,,,,,
W01E122007,,,,,,,1.5,,,,,,,,,,,
W05623,,,,,,,1.8,,,,,,,,,,,
W01E116617,,,,,,,,,,,,,,,,1.2,,
W01Y102312,1.2222222222222223,,,,,,,,,,,,,,,,,
W01E125693,,,,,,,,,,,,,,,,1.5714285714285714,,
W26567,,,,1.375,,,,,,,,,,,,,,
W01Y104631,1.75,,,,,,,,,,,,,,,,,
W36566,,,,,,,,,,,,,,,,2.6153846153846154,,
W01E115641,,,,,,,,,,1.3333333333333333,,,,,,,,
W01E132661,,,,,,1.0,,,,,,,,,,,,
W01E129871,,,,,,,,,,1.125,,,,,,,,
W01E114964,1.4166666666666667,,,,,,,,,,,,,,,,,
W24579,,,,,,,,,,1.6666666666666667,,,,,,,,
W02291,,,,,,1.0,,,,,,,,,,,,
W01Y101982,,,,1.4285714285714286,,,,,,,,,,,,,,
W07001,,,,1.1666666666666667,,,,,,,,,,,,,,
W01Y106450,,,,,,,1.5,,,,,,,,,,,
W01E124190,,,,,,,,,,,,,,,,2.4545454545454546,,
W01Y104783,,,,1.0,,,,,,,,,,,,,,
W01E120724,,,,1.0,,,,,,,,,,,,,,
W31067,,,,,,,,,,,,,,,,1.4,,
W01E122492,,,,,,,,,,1.0,,,,,,,,
W01E126243,,,,,,,1.1428571428571428,,,,,,,,,,,
W10368,2.0,,,,,,,,,,,,,,,,,
W46208,1.0,,,,,,,,,,,,,,,,,
W01E121380,,,,,,,,,,,,,,,,1.1428571428571428,,
W01E100972,2.411764705882353,,,,,,,,,,,,,,,,,
W13851,,,,,,,1.0,,,,,,,,,,,
W35347,,,,1.0,,,,,,,,,,,,,,
W01E101133,,,,1.0,,,,,,,,,,,,,,
W34622,,,,,,,,,,1.3333333333333333,,,,,,,,
W14603,1.0,,,,,,,,,,,,,,,,,
W01E111015,,,,,,,,,,1.4,,,,,,,,
W01Y107662,,,,1.0,,,,,,,,,,,,,,
W19310,,,,1.0,,,,,,,,,,,,,,
W01E107772,,,,1.0,,,,,,,,,,,,,,
W01E126002,,,,,,,3.1666666666666665,,,,,,,,,,,
W01Y111564,,,,,,,,,,,,,,,,1.3333333333333333,,
W01Y100217,,,,,,1.0,,,,,,,,,,,,
W01E125723,,,,,,,,,,2.25,,,,,,,,
W15056,,,,,,,,,,1.3333333333333333,,,,,,,,
W43716,1.0,,,,,,,,,,,,,,,,,
W01E115295,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E130112,1.5,,,,,,,,,,,,,,,,,
W20023,,,,,,,,,,,,,,,,1.4444444444444444,,
W15176,,,,,,1.0,,,,,,,,,,,,
W01E119720,,,,,,,,,1.3333333333333333,,,,,,,,,
W02402,1.3333333333333333,,,,,,,,,,,,,,,,,
W01E122479,,,,,,,,,,,,,,,,1.25,,
W07061,,,,1.0,,,,,,,,,,,,,,
W01E126637,,,,,,,,,,,,,,,1.0,,,
W01E120692,,,,,,,,,,1.5,,,,,,,,
W01E123822,,,,1.5,,,,,,,,,,,,,,
W01Y104838,,,,1.0,,,,,,,,,,,,,,
W08884,1.3125,,,,,,,,,,,,,,,,,
W39696,,,,,,,,,,1.0,,,,,,,,
W35698,,,,1.75,,,,,,,,,,,,,,
W03997,,,,1.5,,,,,,,,,,,,,,
W01Y112566,,,,,,,,,,,,,,,,1.0,,
W01Y106476,,,,,,,,,,,,,1.1666666666666667,,,,,
W01E124497,,,,1.3333333333333333,,,,,,,,,,,,,,
W01E132303,,,,,,,,,,,,,,,,1.5,,
W01E129871,,,,,,,1.7142857142857142,,,,,,,,,,,
W35854,,,,1.0,,,,,,,,,,,,,,
W01E111712,,,,,,,1.2,,,,,,,,,,,
