,feature,importance
131,Diabetes Type 2 Glucose Transport,0.00045060333388176544
132,Vaginal Birth,0.0004460995913781633
133,Hypoparathyroidism,0.0004427198084315224
134,Heart Failure,0.00043862793979107816
135,Wagner Classification,0.0004302498167236014
136,Prostate Brachytherapy,0.0004302116093465422
137,Type 2 Diabetes - Glucose Absorption,0.00042147112886186636
138,Atherosclerosis,0.00042009607418568186
139,Wrist,0.00041473178856875494
140,Anal Fissure,0.0004037170290427724
141,Blood Clot in Vein,0.0004032972855961639
142,Mastectomy,0.00037653970173651965
143,Scoliosis,0.00037506294048804276
144,HIV Life Cycle,0.0003706097601715256
145,Carpal Tunnel Syndrome,0.00036700009951640193
146,Psoriatic Arthritis,0.00036378458331771236
147,Ventricular Fibrillation with Conduction System,0.00036354064494607813
148,Acne,0.00035726838599958906
149,Hepatitis C,0.0003564988965499313
150,Coronary Artery Disease,0.0003497221754203645
151,Stroke,0.0003496558631407856
152,Reproductive,0.00034684970096171325
153,Colon,0.0003453363378259291
154,Shingles,0.00034201674468334667
155,Aortic Valve Stenosis,0.0003405263705130423
156,ABCDE Moles,0.0003404200724238218
157,High Blood Pressure,0.00033703704387905414
158,Acid Reflux,0.00033387931607206395
159,Sinus,0.00033248213429411196
160,Lupus,0.0003241263082569217
161,Implantable Port,0.00031919965346733986
162,Kyphosis,0.00031717845519561264
163,Basal Cell Carcinoma (Gross),0.0003156040488986061
164,Enlarged Parathyroid Gland,0.0003153481088744885
165,Chemotherapy IV,0.0003144513074559111
166,C-Section,0.0003068739801417408
167,Elbow,0.00030635167603441227
168,Mitral Valve Regurgitation,0.0003061679012833323
169,Gallstones,0.00030033444131671107
170,Depression: Brain Activity,0.00029895415711906384
171,Esophageal Cancer,0.0002981679541258953
172,Inner Ear Infection,0.000295022431876844
173,Allergic Rhinitis,0.0002935677641759228
174,Deep Vein Thrombosis,0.0002873058167714896
175,Fusiform Aneurysm,0.00028570692035435495
176,Prostate Cancer,0.0002814095761650681
177,Hemorrhoids,0.00027444766716622844
178,Peptic Ulcer Disease,0.0002708710844733871
179,Liver Cirrhosis,0.00027028194105101135
180,Smokers Lung,0.00026992222267272766
181,Advanced Atherosclerosis,0.000267946123825169
182,Breast Cancer,0.0002679186985922785
183,Hyperparathyroidism,0.0002619956593391375
184,COPD,0.00025968854500916236
185,Appendicitis,0.00025661387724271097
186,Astigmatism,0.00025359179527005327
187,Basal Cell Carcinoma,0.00025338282179149284
188,Endometrial Cancer,0.0002502916551478753
189,Dry Skin,0.00024951889734615805
190,Ulcerative Colitis,0.00024911767718286033
191,Lung Cancer,0.00024652423870023593
192,Migraine,0.0002456705648439045
193,Mammography,0.00024347937131723193
194,Eczema,0.000241510064251716
195,Dry Eye,0.00023725592327610966
196,Reproductive System,0.00023311328675109456
197,Bladder,0.0002318267096802
198,Stye,0.00022525654433858762
199,Lymph Nodes around Uterus,0.00022505108349620513
200,Warts on Skin,0.00022254346743667825
201,PCOS,0.00022182908044256618
202,Leukemia,0.00022004454452611094
203,Diabetes Type 1 Glucose Absorption,0.00021318557959547953
204,Gastric Outlet Obstruction,0.0002116062234124059
205,Stomach Cancer,0.00020909338838953634
206,Saccular Aneurysm,0.00019902174437597
207,Influenza,0.00019640035992103132
208,Urinary Tract Infection,0.00019593039780393625
209,Inguinal Hernia: Indirect,0.0001880384487243831
210,Raynaud's Disease,0.00018728129165745936
211,Breast,0.00018670669997869986
212,Diabetes Type 1 Insulin Release,0.00018433066845707246
213,Outer Ear Infection,0.00018185658553880718
214,Hypercholesterolemia,0.0001807943171287036
215,Uterine Fibroids,0.00017859987208251085
216,Comminuted Fracture,0.0001758382318044698
217,External Beam Radiation,0.00017581836780066948
218,Glaucoma,0.000167600243165426
219,Hepatitis,0.0001621688594814943
220,Urinary Incontinence,0.00015931168397323824
221,Concussion: Brain Injury,0.0001576450543055999
222,Coronary Artery Bypass Grafting (CABG),0.00015736297774211134
223,Torn Medial Meniscus,0.0001558073965693238
224,HIV/AIDS,0.0001549211632003674
225,Sinusitis,0.00015373503498996216
226,Blister,0.00015199299931891775
227,Menopause,0.00015143448701480437
228,Lymph Node Cross Section,0.00015089395404275596
229,Aortic Dissection,0.0001481685156367379
230,Food Allergy,0.00014434191516757774
231,MRSA,0.00014372612136041705
232,Multiple Sclerosis,0.00013879798918038915
233,Psoriasis,0.0001382745363269978
234,Aplastic Anemia,0.00013617850262860837
235,Alzheimer's Disease,0.0001345315026478217
236,Celiac Disease,0.00013451912013619734
237,Pneumonia,0.0001343675914817645
238,McDonald's Criteria,0.00013386448973520725
239,Liver Cancer,0.00013098952456269819
240,Testicular Cancer,0.0001303343701630653
241,Asthmatic Airways,0.00012949392314543306
242,Melanoma,0.0001252281864803852
243,Critical Limb Ischemia,0.0001245735452114611
244,Sebaceous Cyst,0.00012451001487700616
245,Myocardial Ischemia,0.00012418188098795347
246,Acute Bronchitis,0.00012198969707391839
247,Kidney Failure,0.00012158703707460852
248,Stinging Insect Allergy,0.00012081441199603062
249,Non-Small Cell Lung Cancer,0.00012074346572479036
250,Squamous Cell Cancer Of The Head And Neck,0.000120374549322804
251,Lyme Disease,0.00011958974075963877
252,Oral Herpes,0.0001174376060683025
253,Stable Fracture,0.00011689774105321635
254,Peripheral Artery Disease,0.000116603230778794
255,Cataract,0.00011092510702026544
256,Sickle Cell Anemia,0.0001102266551943458
257,ALS,0.00010955716073042324
258,Tuberculosis,0.00010507237050911854
259,Tracheoesophageal Fistula,0.00010278355480727919
260,Rosacea,0.00010128367033931494
261,Immunotherapy,0.00010117176989598415
262,Common Cold,0.00010106226812037843
263,Malar Rash on Face,9.976241431152768e-05
264,Asthmatic Airway,9.693138989079021e-05
265,Atelectasis,9.29521214616805e-05
266,Atrial Fibrillation,9.110200267651534e-05
267,Bronchitis,9.09921501581031e-05
268,Ringworm: Tinea Pedis,8.883588331079336e-05
269,Rectocele,8.541182792718858e-05
270,Lewy Body Dementia,8.274039177641899e-05
271,Torn ACL,8.172556697434434e-05
272,Parkinsons Disease,8.060398937600265e-05
273,Myocardial Infarction,7.955820700034693e-05
274,Hemophilia,7.868616290696447e-05
275,Umbilical Ventral Hernia,7.599570391109058e-05
276,Kidney Cancer,7.52252661513552e-05
277,Contact Dermatitis,7.43105713554247e-05
278,Ventral Hernia,7.122507990601896e-05
279,Cervical Burst Fracture,6.965974679833859e-05
280,Concussion: Transected Neuron,6.889152848479193e-05
281,Pulmonary Edema,6.242089539881449e-05
282,Melanoma: Tissue,6.187124474200336e-05
283,Multiple Myeloma,5.947449740221721e-05
284,Cushing's Syndrome,5.852003559521232e-05
285,Oral Cancer,5.513260960561659e-05
286,Dry Macular Degeneration,5.366413304036796e-05
287,Pulmonary Hypertension,5.3101353829349994e-05
288,Bladder Cancer,5.286774187850462e-05
289,Epilepsy,5.249335541953625e-05
290,Lymphedema,5.226292081772409e-05
291,Gastrointestinal Cancers,5.102762782618046e-05
292,Myeloma,4.733723308114497e-05
293,Leukopenia,4.5408083002011104e-05
294,Acne Detailed,4.51372899487976e-05
295,Non Hodgkins Lymphoma,4.347837253643003e-05
296,Colorectal Cancer,4.1530457961331296e-05
297,Cystic Fibrosis,4.0131655933802587e-05
298,Chronic Myeloid Leukemia,3.6945842272803863e-05
299,Small Cell Lung Cancer,3.3662007070797646e-05
300,jul_avg_Crash_sessions,3.356372679276157e-05
301,Pharyngitis,3.2664750610863176e-05
302,Pertussis,3.056518883630141e-05
303,HPV,2.6921141396098428e-05
304,Chronic Lymphocytic Leukemia,2.6340456934148093e-05
305,jun_avg_Crash_sessions,2.4545459921874022e-05
306,Hepatocellular Carcinoma,2.403147496528159e-05
307,Hodgkin's Lymphoma,2.045501152195204e-05
308,aug_avg_Crash_sessions,2.004904538437725e-05
309,Ovarian Cancer,1.9624233184121125e-05
310,Dialysis Vascular Access,1.9583414185319477e-05
311,Pericardial Disease,1.8214034816381456e-05
312,Odontoid Fracture,1.7540289115092762e-05
313,Thalassemia,1.5149559707734626e-05
314,Renal Cell Carcinoma,1.3136171088614842e-05
315,Haglund's Deformity,1.2879567520142126e-05
316,Myelodysplastic Syndrome,1.008740589236016e-05
317,Heart Attack,9.578476789809691e-06
318,Kidney Stone,7.476009642219974e-06
319,Peripheral Anemia,6.365665372068169e-06
320,sept_avg_Crash_sessions,6.172975998768718e-06
321,Cervical Cancer,1.7706582884621134e-06
322,oct_avg_Crash_sessions,0.0
323,nov_avg_Crash_sessions,0.0
324,Whiteboard,0.0
